date,machine,shift,planned_time_min,downtime_min,run_time_min,availability,performance,quality,oee,total_parts,good_parts,downtime_reason
2024-01-03,Machine_B,Night,480,40,440,0.9166666666666666,0.67,0.98,0.6019,1284,1258,Mechanical Failure
2024-01-03,Machine_C,Morning,480,103,377,0.7854166666666667,0.82,0.81,0.5217,995,805,Setup & Changeover
2024-01-03,Machine_C,Afternoon,480,26,454,0.9458333333333333,0.88,0.99,0.824,793,785,Planned Maintenance
2024-01-03,Machine_C,Night,480,87,393,0.81875,0.8,0.84,0.5502,907,761,Setup & Changeover
2024-01-03,Machine_D,Morning,480,101,379,0.7895833333333333,0.76,1.0,0.6001,937,937,Operator Absence
2024-01-03,Machine_D,Afternoon,480,76,404,0.8416666666666667,0.81,0.85,0.5795,644,547,Mechanical Failure
2024-01-03,Machine_D,Night,480,85,395,0.8229166666666666,0.84,0.92,0.6359,596,548,Mechanical Failure
2024-01-04,Machine_A,Morning,480,39,441,0.91875,0.67,0.81,0.4986,880,712,Planned Maintenance
2024-01-04,Machine_A,Afternoon,480,40,440,0.9166666666666666,0.75,0.9,0.6188,1015,913,Planned Maintenance
2024-01-04,Machine_A,Night,480,83,397,0.8270833333333333,0.82,0.96,0.6511,1076,1032,Setup & Changeover
2024-01-04,Machine_B,Morning,480,22,458,0.9541666666666667,0.68,0.89,0.5775,977,869,Operator Absence
2024-01-04,Machine_B,Afternoon,480,120,360,0.75,0.91,0.93,0.6347,1071,996,Mechanical Failure
2024-01-04,Machine_B,Night,480,17,463,0.9645833333333333,0.79,0.87,0.663,1292,1124,Setup & Changeover
2024-01-04,Machine_C,Morning,480,34,446,0.9291666666666667,0.72,0.89,0.5954,951,846,No Material
2024-01-04,Machine_C,Afternoon,480,69,411,0.85625,0.74,0.98,0.621,889,871,Planned Maintenance
2024-01-04,Machine_C,Night,480,22,458,0.9541666666666667,0.67,1.0,0.6393,1261,1261,Mechanical Failure
2024-01-04,Machine_D,Morning,480,106,374,0.7791666666666667,0.95,0.83,0.6144,833,691,Setup & Changeover
2024-01-04,Machine_D,Afternoon,480,120,360,0.75,0.79,0.81,0.4799,744,602,Operator Absence
2024-01-04,Machine_D,Night,480,43,437,0.9104166666666667,0.97,0.96,0.8478,842,808,Planned Maintenance
2024-01-05,Machine_A,Morning,480,94,386,0.8041666666666667,0.9,0.83,0.6007,750,622,Mechanical Failure
2024-01-05,Machine_A,Afternoon,480,84,396,0.825,0.91,0.81,0.6081,780,631,Mechanical Failure
2024-01-05,Machine_A,Night,480,84,396,0.825,0.82,0.98,0.663,909,890,Mechanical Failure
2024-01-05,Machine_B,Morning,480,75,405,0.84375,0.68,0.84,0.482,968,813,Setup & Changeover
2024-01-05,Machine_B,Afternoon,480,61,419,0.8729166666666667,0.69,0.98,0.5903,783,767,Planned Maintenance
2024-01-05,Machine_B,Night,480,15,465,0.96875,0.87,0.88,0.7417,1104,971,Planned Maintenance
2024-01-05,Machine_C,Morning,480,50,430,0.8958333333333334,0.98,0.84,0.7374,1106,929,Setup & Changeover
2024-01-05,Machine_C,Afternoon,480,43,437,0.9104166666666667,0.79,0.93,0.6689,852,792,No Material
2024-01-05,Machine_C,Night,480,106,374,0.7791666666666667,0.98,0.8,0.6109,909,727,Planned Maintenance
2024-01-05,Machine_D,Morning,480,22,458,0.9541666666666667,0.68,0.84,0.545,869,729,No Material
2024-01-05,Machine_D,Afternoon,480,18,462,0.9625,0.96,0.87,0.8039,802,697,Planned Maintenance
2024-01-05,Machine_D,Night,480,100,380,0.7916666666666666,0.76,1.0,0.6017,1030,1030,Planned Maintenance
2024-01-06,Machine_A,Morning,480,11,469,0.9770833333333333,0.88,0.91,0.7824,1358,1235,Mechanical Failure
2024-01-06,Machine_A,Afternoon,480,27,453,0.94375,0.74,0.98,0.6844,1183,1159,Setup & Changeover
2024-01-06,Machine_A,Night,480,44,436,0.9083333333333333,0.75,0.84,0.5723,878,737,No Material
2024-01-06,Machine_B,Morning,480,74,406,0.8458333333333333,0.82,0.98,0.6797,1124,1101,Mechanical Failure
2024-01-06,Machine_B,Afternoon,480,91,389,0.8104166666666667,0.8,0.86,0.5576,585,503,Setup & Changeover
2024-01-06,Machine_B,Night,480,91,389,0.8104166666666667,0.99,0.83,0.6659,841,698,Operator Absence
2024-01-06,Machine_C,Morning,480,81,399,0.83125,0.65,0.82,0.4431,1127,924,Setup & Changeover
2024-01-06,Machine_C,Afternoon,480,79,401,0.8354166666666667,0.66,0.87,0.4797,933,811,Operator Absence
2024-01-06,Machine_C,Night,480,26,454,0.9458333333333333,0.66,0.87,0.5431,1316,1144,Mechanical Failure
2024-01-06,Machine_D,Morning,480,55,425,0.8854166666666666,0.72,0.85,0.5419,703,597,Planned Maintenance
2024-01-06,Machine_D,Afternoon,480,62,418,0.8708333333333333,0.99,0.95,0.819,1207,1146,Setup & Changeover
2024-01-06,Machine_D,Night,480,120,360,0.75,0.71,0.96,0.5112,635,609,Operator Absence
2024-01-07,Machine_A,Morning,480,13,467,0.9729166666666667,0.71,0.98,0.677,1248,1223,Operator Absence
2024-01-07,Machine_A,Afternoon,480,112,368,0.7666666666666667,0.88,0.95,0.6409,688,653,Setup & Changeover
2024-01-07,Machine_A,Night,480,110,370,0.7708333333333334,0.9,0.88,0.6105,576,506,Operator Absence
2024-01-07,Machine_B,Morning,480,38,442,0.9208333333333333,0.72,0.98,0.6497,894,876,Setup & Changeover
2024-01-07,Machine_B,Afternoon,480,38,442,0.9208333333333333,0.66,0.84,0.5105,880,739,Mechanical Failure
2024-01-07,Machine_B,Night,480,108,372,0.775,0.75,0.93,0.5406,781,726,Planned Maintenance
2024-01-07,Machine_C,Morning,480,52,428,0.8916666666666667,0.98,0.82,0.7165,1264,1036,Setup & Changeover
2024-01-07,Machine_C,Afternoon,480,84,396,0.825,0.99,0.85,0.6942,658,559,Operator Absence
2024-01-07,Machine_C,Night,480,54,426,0.8875,0.9,0.86,0.6869,1026,882,Planned Maintenance
2024-01-07,Machine_D,Morning,480,24,456,0.95,0.78,0.92,0.6817,858,789,Operator Absence
2024-01-07,Machine_D,Afternoon,480,10,470,0.9791666666666666,0.83,0.96,0.7802,1189,1141,Setup & Changeover
2024-01-07,Machine_D,Night,480,56,424,0.8833333333333333,0.8,0.99,0.6996,1221,1208,Planned Maintenance
2024-01-08,Machine_A,Morning,480,50,430,0.8958333333333334,0.88,0.82,0.6464,1225,1004,Planned Maintenance
2024-01-08,Machine_A,Afternoon,480,49,431,0.8979166666666667,0.88,0.87,0.6874,1097,954,Planned Maintenance
2024-01-08,Machine_A,Night,480,26,454,0.9458333333333333,0.72,0.93,0.6333,939,873,Setup & Changeover
2024-01-08,Machine_B,Morning,480,88,392,0.8166666666666667,0.85,0.88,0.6109,1078,948,No Material
2024-01-08,Machine_B,Afternoon,480,46,434,0.9041666666666667,0.72,0.96,0.625,1045,1003,No Material
2024-01-08,Machine_B,Night,480,69,411,0.85625,0.8,0.94,0.6439,931,875,Setup & Changeover
2024-01-08,Machine_C,Morning,480,94,386,0.8041666666666667,0.68,0.9,0.4922,945,850,No Material
2024-01-08,Machine_C,Afternoon,480,21,459,0.95625,0.94,0.95,0.8539,1151,1093,Setup & Changeover
2024-01-08,Machine_C,Night,480,113,367,0.7645833333333333,0.72,0.8,0.4404,685,548,Operator Absence
2024-01-08,Machine_D,Morning,480,88,392,0.8166666666666667,0.95,0.81,0.6284,831,673,Planned Maintenance
2024-01-08,Machine_D,Afternoon,480,34,446,0.9291666666666667,0.9,0.88,0.7359,936,823,Setup & Changeover
2024-01-08,Machine_D,Night,480,93,387,0.80625,0.89,0.98,0.7032,1079,1057,Mechanical Failure
2024-01-09,Machine_A,Morning,480,109,371,0.7729166666666667,0.8,0.84,0.5194,1089,914,Planned Maintenance
2024-01-09,Machine_A,Afternoon,480,69,411,0.85625,0.67,0.85,0.4876,1139,968,Operator Absence
2024-01-09,Machine_A,Night,480,27,453,0.94375,0.93,0.93,0.8162,1350,1255,Planned Maintenance
2024-01-09,Machine_B,Morning,480,50,430,0.8958333333333334,0.98,0.98,0.8604,1040,1019,Planned Maintenance
2024-01-09,Machine_B,Afternoon,480,64,416,0.8666666666666667,0.94,0.91,0.7413,1183,1076,Operator Absence
2024-01-09,Machine_B,Night,480,67,413,0.8604166666666667,0.74,0.85,0.5412,1014,861,Planned Maintenance
2024-01-09,Machine_C,Morning,480,72,408,0.85,0.87,0.85,0.6286,659,560,No Material
2024-01-09,Machine_C,Afternoon,480,40,440,0.9166666666666666,0.75,0.86,0.5912,1016,873,Setup & Changeover
2024-01-09,Machine_C,Night,480,29,451,0.9395833333333333,0.73,0.94,0.6447,1154,1084,Mechanical Failure
2024-01-09,Machine_D,Morning,480,63,417,0.86875,0.79,0.91,0.6245,885,805,Setup & Changeover
2024-01-09,Machine_D,Afternoon,480,116,364,0.7583333333333333,0.8,0.98,0.5945,864,846,Mechanical Failure
2024-01-09,Machine_D,Night,480,119,361,0.7520833333333333,0.96,0.92,0.6642,799,735,No Material
2024-01-10,Machine_A,Morning,480,48,432,0.9,0.91,0.97,0.7944,1265,1227,Operator Absence
2024-01-10,Machine_A,Afternoon,480,78,402,0.8375,0.91,0.91,0.6935,966,879,Setup & Changeover
2024-01-10,Machine_A,Night,480,72,408,0.85,0.73,0.89,0.5522,629,559,No Material
2024-01-10,Machine_B,Morning,480,95,385,0.8020833333333334,0.89,0.88,0.6282,672,591,Operator Absence
2024-01-10,Machine_B,Afternoon,480,26,454,0.9458333333333333,0.99,0.91,0.8521,1298,1181,Planned Maintenance
2024-01-10,Machine_B,Night,480,82,398,0.8291666666666667,0.88,0.82,0.5983,852,698,Operator Absence
2024-01-10,Machine_C,Morning,480,33,447,0.93125,0.67,0.88,0.5491,812,714,No Material
2024-01-10,Machine_C,Afternoon,480,53,427,0.8895833333333333,0.92,0.88,0.7202,1122,987,Operator Absence
2024-01-10,Machine_C,Night,480,42,438,0.9125,0.94,0.89,0.7634,1149,1022,Mechanical Failure
2024-01-10,Machine_D,Morning,480,54,426,0.8875,0.73,0.81,0.5248,1250,1012,Mechanical Failure
2024-01-10,Machine_D,Afternoon,480,106,374,0.7791666666666667,0.66,0.85,0.4371,1031,876,Planned Maintenance
2024-01-10,Machine_D,Night,480,29,451,0.9395833333333333,0.73,0.89,0.6104,753,670,Setup & Changeover
2024-01-11,Machine_A,Morning,480,69,411,0.85625,0.89,0.95,0.724,719,683,Planned Maintenance
2024-01-11,Machine_A,Afternoon,480,105,375,0.78125,0.9,0.96,0.675,654,627,No Material
2024-01-11,Machine_A,Night,480,23,457,0.9520833333333333,0.85,0.99,0.8012,1080,1069,Operator Absence
2024-01-11,Machine_B,Morning,480,60,420,0.875,0.98,0.84,0.7203,1003,842,Setup & Changeover
2024-01-11,Machine_B,Afternoon,480,23,457,0.9520833333333333,0.89,0.86,0.7287,1154,992,Mechanical Failure
2024-01-11,Machine_B,Night,480,111,369,0.76875,0.99,0.96,0.7306,745,715,Operator Absence
2024-01-11,Machine_C,Morning,480,94,386,0.8041666666666667,0.78,0.9,0.5645,776,698,Operator Absence
2024-01-11,Machine_C,Afternoon,480,115,365,0.7604166666666666,0.82,0.89,0.555,745,663,Operator Absence
2024-01-11,Machine_C,Night,480,100,380,0.7916666666666666,0.7,0.84,0.4655,867,728,No Material
2024-01-11,Machine_D,Morning,480,88,392,0.8166666666666667,0.93,0.91,0.6911,872,793,Operator Absence
2024-01-11,Machine_D,Afternoon,480,115,365,0.7604166666666666,0.91,0.85,0.5882,1013,861,Mechanical Failure
2024-01-11,Machine_D,Night,480,45,435,0.90625,0.96,0.85,0.7395,955,811,Planned Maintenance
2024-01-12,Machine_A,Morning,480,95,385,0.8020833333333334,0.78,0.81,0.5068,1068,865,Setup & Changeover
2024-01-12,Machine_A,Afternoon,480,72,408,0.85,0.72,0.96,0.5875,820,787,Planned Maintenance
2024-01-12,Machine_A,Night,480,99,381,0.79375,0.96,0.91,0.6934,866,788,Setup & Changeover
2024-01-12,Machine_B,Morning,480,20,460,0.9583333333333334,0.73,0.88,0.6156,1073,944,Setup & Changeover
2024-01-12,Machine_B,Afternoon,480,98,382,0.7958333333333333,0.82,0.94,0.6134,829,779,Mechanical Failure
2024-01-12,Machine_B,Night,480,21,459,0.95625,0.75,0.88,0.6311,856,753,Planned Maintenance
2024-01-12,Machine_C,Morning,480,57,423,0.88125,0.82,0.91,0.6576,904,822,Planned Maintenance
2024-01-12,Machine_C,Afternoon,480,52,428,0.8916666666666667,0.77,0.89,0.6111,838,745,Setup & Changeover
2024-01-12,Machine_C,Night,480,25,455,0.9479166666666666,0.9,0.86,0.7337,1189,1022,Setup & Changeover
2024-01-12,Machine_D,Morning,480,34,446,0.9291666666666667,0.73,0.9,0.6105,1153,1037,Planned Maintenance
2024-01-12,Machine_D,Afternoon,480,86,394,0.8208333333333333,0.75,0.82,0.5048,705,578,Setup & Changeover
2024-01-12,Machine_D,Night,480,56,424,0.8833333333333333,0.71,0.8,0.5017,975,780,No Material
2024-01-13,Machine_A,Morning,480,15,465,0.96875,0.99,0.91,0.8727,1183,1076,Setup & Changeover
2024-01-13,Machine_A,Afternoon,480,91,389,0.8104166666666667,0.95,0.9,0.6929,1092,982,Planned Maintenance
2024-01-13,Machine_A,Night,480,46,434,0.9041666666666667,0.81,0.89,0.6518,771,686,Mechanical Failure
2024-01-13,Machine_B,Morning,480,42,438,0.9125,0.98,0.9,0.8048,1197,1077,Operator Absence
2024-01-13,Machine_B,Afternoon,480,72,408,0.85,0.68,0.93,0.5375,644,598,Setup & Changeover
2024-01-13,Machine_B,Night,480,113,367,0.7645833333333333,0.85,0.86,0.5589,1097,943,Mechanical Failure
2024-01-13,Machine_C,Morning,480,81,399,0.83125,0.92,0.92,0.7036,1071,985,Setup & Changeover
2024-01-13,Machine_C,Afternoon,480,109,371,0.7729166666666667,0.83,0.89,0.571,802,713,Planned Maintenance
2024-01-13,Machine_C,Night,480,64,416,0.8666666666666667,0.76,0.92,0.606,1004,923,Mechanical Failure
2024-01-13,Machine_D,Morning,480,107,373,0.7770833333333333,0.72,0.84,0.47,929,780,Setup & Changeover
2024-01-13,Machine_D,Afternoon,480,40,440,0.9166666666666666,0.71,0.82,0.5337,661,542,Operator Absence
2024-01-13,Machine_D,Night,480,98,382,0.7958333333333333,0.86,0.86,0.5886,705,606,No Material
2024-01-14,Machine_A,Morning,480,99,381,0.79375,0.95,0.81,0.6108,704,570,No Material
2024-01-14,Machine_A,Afternoon,480,110,370,0.7708333333333334,0.93,0.92,0.6595,1001,920,Setup & Changeover
2024-01-14,Machine_A,Night,480,64,416,0.8666666666666667,0.69,0.84,0.5023,716,601,No Material
2024-01-14,Machine_B,Morning,480,115,365,0.7604166666666666,0.7,0.81,0.4312,981,794,Planned Maintenance
2024-01-14,Machine_B,Afternoon,480,105,375,0.78125,0.94,0.98,0.7197,809,792,Operator Absence
2024-01-14,Machine_B,Night,480,98,382,0.7958333333333333,0.76,0.88,0.5323,728,640,Planned Maintenance
2024-01-14,Machine_C,Morning,480,73,407,0.8479166666666667,0.8,0.92,0.6241,1153,1060,No Material
2024-01-14,Machine_C,Afternoon,480,87,393,0.81875,0.74,0.82,0.4968,1156,947,Planned Maintenance
2024-01-14,Machine_C,Night,480,85,395,0.8229166666666666,0.98,1.0,0.8065,990,990,No Material
2024-01-14,Machine_D,Morning,480,83,397,0.8270833333333333,0.66,0.95,0.5186,875,831,Operator Absence
2024-01-14,Machine_D,Afternoon,480,45,435,0.90625,0.71,0.92,0.592,1066,980,Operator Absence
2024-01-14,Machine_D,Night,480,21,459,0.95625,0.81,0.88,0.6816,909,799,Mechanical Failure
2024-01-15,Machine_A,Morning,480,119,361,0.7520833333333333,0.71,0.88,0.4699,809,711,Operator Absence
2024-01-15,Machine_A,Afternoon,480,114,366,0.7625,0.92,0.81,0.5682,597,483,No Material
2024-01-15,Machine_A,Night,480,51,429,0.89375,0.69,0.95,0.5859,1200,1140,Mechanical Failure
2024-01-15,Machine_B,Morning,480,94,386,0.8041666666666667,0.95,0.89,0.6799,610,542,Planned Maintenance
2024-01-15,Machine_B,Afternoon,480,56,424,0.8833333333333333,0.87,0.9,0.6916,917,825,Mechanical Failure
2024-01-15,Machine_B,Night,480,36,444,0.925,0.74,0.83,0.5681,857,711,Operator Absence
2024-01-15,Machine_C,Morning,480,25,455,0.9479166666666666,0.66,0.93,0.5818,1228,1142,Setup & Changeover
2024-01-15,Machine_C,Afternoon,480,49,431,0.8979166666666667,0.84,0.91,0.6864,706,642,Mechanical Failure
2024-01-15,Machine_C,Night,480,69,411,0.85625,0.98,0.93,0.7804,711,661,No Material
2024-01-15,Machine_D,Morning,480,75,405,0.84375,0.9,0.88,0.6683,900,792,Operator Absence
2024-01-15,Machine_D,Afternoon,480,41,439,0.9145833333333333,0.81,0.83,0.6149,784,650,Planned Maintenance
2024-01-15,Machine_D,Night,480,75,405,0.84375,0.91,0.83,0.6373,649,538,Operator Absence
2024-01-16,Machine_A,Morning,480,53,427,0.8895833333333333,0.98,0.9,0.7846,1166,1049,No Material
2024-01-16,Machine_A,Afternoon,480,102,378,0.7875,0.75,0.92,0.5434,1133,1042,Operator Absence
2024-01-16,Machine_A,Night,480,120,360,0.75,0.7,0.91,0.4777,726,660,Planned Maintenance
2024-01-16,Machine_B,Morning,480,107,373,0.7770833333333333,0.84,0.89,0.5809,739,657,Setup & Changeover
2024-01-16,Machine_B,Afternoon,480,99,381,0.79375,0.73,0.88,0.5099,1060,932,Operator Absence
2024-01-16,Machine_B,Night,480,15,465,0.96875,0.76,0.89,0.6553,1334,1187,Operator Absence
2024-01-16,Machine_C,Morning,480,59,421,0.8770833333333333,1.0,0.96,0.842,1043,1001,Setup & Changeover
2024-01-16,Machine_C,Afternoon,480,73,407,0.8479166666666667,0.99,0.83,0.6967,1199,995,No Material
2024-01-16,Machine_C,Night,480,22,458,0.9541666666666667,0.96,0.89,0.8152,1048,932,Operator Absence
2024-01-16,Machine_D,Morning,480,11,469,0.9770833333333333,0.9,0.88,0.7739,1164,1024,Setup & Changeover
2024-01-16,Machine_D,Afternoon,480,19,461,0.9604166666666667,0.81,0.99,0.7702,925,915,Operator Absence
2024-01-16,Machine_D,Night,480,93,387,0.80625,0.68,0.87,0.477,971,844,Planned Maintenance
2024-01-17,Machine_A,Morning,480,58,422,0.8791666666666667,0.98,0.93,0.8013,1194,1110,Operator Absence
2024-01-17,Machine_A,Afternoon,480,79,401,0.8354166666666667,0.66,0.81,0.4466,981,794,No Material
2024-01-17,Machine_A,Night,480,39,441,0.91875,0.91,0.89,0.7441,726,646,Mechanical Failure
2024-01-17,Machine_B,Morning,480,66,414,0.8625,0.71,0.86,0.5266,638,548,No Material
2024-01-17,Machine_B,Afternoon,480,111,369,0.76875,0.67,0.87,0.4481,791,688,Setup & Changeover
2024-01-17,Machine_B,Night,480,77,403,0.8395833333333333,0.79,0.94,0.6235,713,670,Setup & Changeover
2024-01-17,Machine_C,Morning,480,20,460,0.9583333333333334,0.86,0.88,0.7253,1161,1021,Operator Absence
2024-01-17,Machine_C,Afternoon,480,84,396,0.825,0.7,0.89,0.514,744,662,No Material
2024-01-17,Machine_C,Night,480,95,385,0.8020833333333334,0.65,0.96,0.5005,1097,1053,Planned Maintenance
2024-01-17,Machine_D,Morning,480,30,450,0.9375,0.68,0.99,0.6311,1341,1327,No Material
2024-01-17,Machine_D,Afternoon,480,91,389,0.8104166666666667,0.99,0.94,0.7542,850,799,No Material
2024-01-17,Machine_D,Night,480,35,445,0.9270833333333334,1.0,0.97,0.8993,738,715,Operator Absence
2024-01-18,Machine_A,Morning,480,83,397,0.8270833333333333,0.78,0.86,0.5548,1011,869,Mechanical Failure
2024-01-18,Machine_A,Afternoon,480,116,364,0.7583333333333333,0.88,0.85,0.5672,854,725,Mechanical Failure
2024-01-18,Machine_A,Night,480,87,393,0.81875,0.91,0.97,0.7227,1121,1087,Setup & Changeover
2024-01-18,Machine_B,Morning,480,87,393,0.81875,0.93,0.84,0.6396,701,588,No Material
2024-01-18,Machine_B,Afternoon,480,96,384,0.8,0.91,0.95,0.6916,968,919,Setup & Changeover
2024-01-18,Machine_B,Night,480,90,390,0.8125,0.68,0.93,0.5138,608,565,Operator Absence
2024-01-18,Machine_C,Morning,480,14,466,0.9708333333333333,0.85,0.95,0.7839,762,723,No Material
2024-01-18,Machine_C,Afternoon,480,51,429,0.89375,0.91,0.84,0.6832,728,611,Planned Maintenance
2024-01-18,Machine_C,Night,480,56,424,0.8833333333333333,0.84,0.98,0.7272,1164,1140,No Material
2024-01-18,Machine_D,Morning,480,115,365,0.7604166666666666,0.98,0.99,0.7378,709,701,No Material
2024-01-18,Machine_D,Afternoon,480,112,368,0.7666666666666667,0.69,0.99,0.5237,629,622,Setup & Changeover
2024-01-18,Machine_D,Night,480,120,360,0.75,0.89,0.93,0.6208,754,701,Planned Maintenance
2024-01-19,Machine_A,Morning,480,56,424,0.8833333333333333,0.68,0.88,0.5286,804,707,Mechanical Failure
2024-01-19,Machine_A,Afternoon,480,68,412,0.8583333333333333,0.78,0.95,0.636,780,741,Operator Absence
2024-01-19,Machine_A,Night,480,115,365,0.7604166666666666,0.87,0.87,0.5756,916,796,Operator Absence
2024-01-19,Machine_B,Morning,480,13,467,0.9729166666666667,0.87,0.99,0.838,930,920,Planned Maintenance
2024-01-19,Machine_B,Afternoon,480,38,442,0.9208333333333333,0.88,0.93,0.7536,970,902,No Material
2024-01-19,Machine_B,Night,480,93,387,0.80625,0.79,0.83,0.5287,1129,937,No Material
2024-01-19,Machine_C,Morning,480,73,407,0.8479166666666667,0.69,0.85,0.4973,938,797,Operator Absence
2024-01-19,Machine_C,Afternoon,480,68,412,0.8583333333333333,0.78,0.99,0.6628,1048,1037,Planned Maintenance
2024-01-19,Machine_C,Night,480,63,417,0.86875,0.86,0.95,0.7098,1179,1120,Mechanical Failure
2024-01-19,Machine_D,Morning,480,116,364,0.7583333333333333,0.82,0.88,0.5472,1065,937,Mechanical Failure
2024-01-19,Machine_D,Afternoon,480,98,382,0.7958333333333333,0.78,0.89,0.5525,1117,994,No Material
2024-01-19,Machine_D,Night,480,22,458,0.9541666666666667,0.99,0.87,0.8218,1306,1136,No Material
2024-01-20,Machine_A,Morning,480,17,463,0.9645833333333333,0.79,0.84,0.6401,779,654,Operator Absence
2024-01-20,Machine_A,Afternoon,480,21,459,0.95625,0.88,0.93,0.7826,1099,1022,Mechanical Failure
2024-01-20,Machine_A,Night,480,16,464,0.9666666666666667,0.93,0.85,0.7641,783,665,Planned Maintenance
2024-01-20,Machine_B,Morning,480,36,444,0.925,0.67,0.95,0.5888,803,762,Setup & Changeover
2024-01-20,Machine_B,Afternoon,480,114,366,0.7625,0.95,0.87,0.6302,630,548,Planned Maintenance
2024-01-20,Machine_B,Night,480,10,470,0.9791666666666666,0.75,1.0,0.7344,1401,1401,Planned Maintenance
2024-01-20,Machine_C,Morning,480,42,438,0.9125,0.93,0.82,0.6959,1226,1005,Setup & Changeover
2024-01-20,Machine_C,Afternoon,480,11,469,0.9770833333333333,0.78,0.96,0.7316,1117,1072,Mechanical Failure
2024-01-20,Machine_C,Night,480,32,448,0.9333333333333333,0.74,0.83,0.5733,954,791,Mechanical Failure
2024-01-20,Machine_D,Morning,480,105,375,0.78125,0.67,0.89,0.4659,766,681,Planned Maintenance
2024-01-20,Machine_D,Afternoon,480,23,457,0.9520833333333333,0.81,0.84,0.6478,1107,929,Planned Maintenance
2024-01-20,Machine_D,Night,480,48,432,0.9,0.81,0.99,0.7217,687,680,Operator Absence
2024-01-21,Machine_A,Morning,480,118,362,0.7541666666666667,0.79,0.94,0.56,809,760,Operator Absence
2024-01-21,Machine_A,Afternoon,480,19,461,0.9604166666666667,0.96,0.86,0.7929,794,682,Setup & Changeover
2024-01-21,Machine_A,Night,480,45,435,0.90625,0.87,0.92,0.7254,1117,1027,Operator Absence
2024-01-21,Machine_B,Morning,480,86,394,0.8208333333333333,0.84,0.89,0.6137,948,843,Mechanical Failure
2024-01-21,Machine_B,Afternoon,480,111,369,0.76875,0.9,0.97,0.6711,913,885,Planned Maintenance
2024-01-21,Machine_B,Night,480,102,378,0.7875,0.95,0.89,0.6658,1070,952,Operator Absence
2024-01-21,Machine_C,Morning,480,53,427,0.8895833333333333,0.94,0.88,0.7359,1107,974,No Material
